failure_id,module,severity,coverage_drop,frequency,recurrence,fix_time,log_message,priority
FAIL_05254,dram_interface,warning,0,4,0,2,DRAM interface calibration failed during initialization sequence,3
FAIL_05255,interrupt_controller,warning,5,6,1,2,Interrupt controller dropped pending interrupt during nested service,3
FAIL_05256,interrupt_controller,error,10,7,2,5,Interrupt priority encoder produced incorrect winner on simultaneous request,2
FAIL_05257,branch_predictor,warning,8,5,0,1,Branch history table update diverged from golden model,3
FAIL_05258,dram_interface,warning,2,6,2,3,DRAM interface calibration failed during initialization sequence,3
FAIL_05259,dram_interface,warning,3,3,2,1,DRAM interface read leveling mismatch flagged by checker,3
FAIL_05260,memory_controller,error,3,6,3,2,Memory controller timing constraint violation observed in burst access,2
FAIL_05261,branch_predictor,error,5,6,1,1,Branch predictor produced incorrect target for speculative branch,2
FAIL_05262,dram_interface,warning,6,2,2,4,DRAM interface calibration failed during initialization sequence,3
FAIL_05263,interrupt_controller,error,3,6,4,4,Interrupt controller acknowledge sequence timed out in verification run,2
FAIL_05264,pcie,warning,3,6,2,3,PCIe TLP header mismatch detected by protocol monitor,3
FAIL_05265,pipeline_controller,error,6,4,3,3,Pipeline controller failed to flush dependent instructions on exception,2
FAIL_05266,interrupt_controller,fatal,11,6,3,4,Interrupt controller dropped pending interrupt during nested service,1
FAIL_05267,branch_predictor,error,13,5,4,1,Branch predictor produced incorrect target for speculative branch,2
FAIL_05268,dma,warning,4,4,0,2,DMA descriptor fetch returned misaligned address in transfer path,3
FAIL_05269,cache_controller,error,8,5,2,3,Cache dirty line writeback ordering failed scoreboard comparison,2
FAIL_05270,dram_interface,error,8,5,4,5,DRAM interface read leveling mismatch flagged by checker,2
FAIL_05271,dma,error,8,8,4,3,DMA completion interrupt was not asserted after block copy,2
FAIL_05272,dram_interface,warning,7,7,0,1,DRAM interface command queue underflow hit during stress test,3
FAIL_05273,pcie,warning,4,4,0,4,PCIe completion timeout observed for posted transaction replay,3
FAIL_05274,pcie,warning,1,6,2,3,PCIe TLP header mismatch detected by protocol monitor,3
FAIL_05275,pipeline_controller,error,5,10,3,2,Pipeline controller commit ordering mismatch observed in regression,2
FAIL_05276,cache_controller,warning,6,5,3,3,Cache refill handshake timed out while servicing L2 miss,3
FAIL_05277,branch_predictor,warning,4,5,0,2,Branch predictor accuracy dropped below threshold in loop stress test,3
FAIL_05278,pipeline_controller,warning,4,6,1,3,Pipeline controller commit ordering mismatch observed in regression,3
FAIL_05279,interrupt_controller,error,2,6,2,3,Interrupt controller dropped pending interrupt during nested service,2
FAIL_05280,alu,fatal,10,9,2,5,ALU overflow mismatch detected during randomized arithmetic regression,1
FAIL_05281,pipeline_controller,error,6,10,4,4,Pipeline controller failed to flush dependent instructions on exception,2
FAIL_05282,alu,error,1,7,4,4,ALU overflow mismatch detected during randomized arithmetic regression,2
FAIL_05283,cache_controller,fatal,10,8,3,4,Cache controller reported coherence state violation during eviction sequence,1
FAIL_05284,branch_predictor,error,3,1,4,3,Branch predictor accuracy dropped below threshold in loop stress test,2
FAIL_05285,alu,warning,0,1,1,2,ALU opcode decode produced unexpected result on signed multiply path,3
FAIL_05286,interrupt_controller,error,7,4,4,2,Interrupt controller dropped pending interrupt during nested service,2
FAIL_05287,branch_predictor,warning,0,1,2,3,Branch predictor produced incorrect target for speculative branch,3
FAIL_05288,pipeline_controller,warning,0,2,2,2,Pipeline stall signal deasserted too early during hazard condition,3
FAIL_05289,cache_controller,warning,3,5,1,2,Cache controller reported coherence state violation during eviction sequence,3
FAIL_05290,dram_interface,fatal,11,7,4,4,DRAM interface command queue underflow hit during stress test,1
FAIL_05291,alu,error,9,6,5,2,ALU opcode decode produced unexpected result on signed multiply path,2
FAIL_05292,pipeline_controller,warning,2,3,2,3,Pipeline controller failed to flush dependent instructions on exception,3
FAIL_05293,pcie,warning,1,3,0,3,PCIe TLP header mismatch detected by protocol monitor,3
FAIL_05294,dma,warning,0,2,1,1,DMA completion interrupt was not asserted after block copy,3
FAIL_05295,memory_controller,fatal,12,8,5,5,Memory controller returned stale read data after refresh window,1
FAIL_05296,pcie,error,6,5,2,3,PCIe TLP header mismatch detected by protocol monitor,2
FAIL_05297,dma,fatal,14,8,5,5,DMA completion interrupt was not asserted after block copy,1
FAIL_05298,interrupt_controller,warning,1,3,0,3,Interrupt priority encoder produced incorrect winner on simultaneous request,3
FAIL_05299,uart,warning,6,2,0,2,UART framing error observed under back-to-back packet transmission,3
FAIL_05300,alu,error,3,6,2,2,ALU result mismatch against reference model at execute stage,2
FAIL_05301,uart,error,4,7,3,3,UART RX FIFO overflow triggered mismatch in serial regression,2
FAIL_05302,interrupt_controller,error,6,9,3,3,Interrupt priority encoder produced incorrect winner on simultaneous request,2
FAIL_05303,uart,error,10,6,4,1,UART framing error observed under back-to-back packet transmission,2
FAIL_05304,pipeline_controller,error,4,5,2,2,Pipeline controller commit ordering mismatch observed in regression,2
FAIL_05305,alu,warning,1,5,0,1,ALU opcode decode produced unexpected result on signed multiply path,3
FAIL_05306,alu,warning,3,5,1,2,ALU result mismatch against reference model at execute stage,3
FAIL_05307,pcie,fatal,12,9,3,5,PCIe link training failed to reach expected LTSSM state,1
FAIL_05308,pipeline_controller,fatal,12,5,4,5,Pipeline controller commit ordering mismatch observed in regression,1
FAIL_05309,dram_interface,warning,2,3,0,2,DRAM interface calibration failed during initialization sequence,3
FAIL_05310,pcie,warning,0,4,1,1,PCIe link training failed to reach expected LTSSM state,3
FAIL_05311,branch_predictor,warning,0,6,0,3,Branch history table update diverged from golden model,3
FAIL_05312,uart,error,9,4,3,1,UART baud generator drift exceeded acceptable tolerance in simulation,2
FAIL_05313,memory_controller,error,10,10,5,2,Memory controller arbitration granted illegal transaction ordering,2
FAIL_05314,dma,error,3,4,4,4,DMA completion interrupt was not asserted after block copy,2
FAIL_05315,memory_controller,warning,5,2,1,2,Memory controller arbitration granted illegal transaction ordering,3
FAIL_05316,interrupt_controller,warning,5,2,2,2,Interrupt controller acknowledge sequence timed out in verification run,3
FAIL_05317,dma,error,5,4,5,2,DMA descriptor fetch returned misaligned address in transfer path,2
FAIL_05318,alu,warning,2,2,1,2,ALU result mismatch against reference model at execute stage,3
FAIL_05319,pcie,warning,1,7,2,2,PCIe completion timeout observed for posted transaction replay,3
FAIL_05320,interrupt_controller,warning,1,4,2,1,Interrupt controller dropped pending interrupt during nested service,3
FAIL_05321,uart,warning,1,3,1,1,UART baud generator drift exceeded acceptable tolerance in simulation,3
FAIL_05322,pcie,error,5,9,3,3,PCIe link training failed to reach expected LTSSM state,2
FAIL_05323,pipeline_controller,error,12,6,4,5,Pipeline controller failed to flush dependent instructions on exception,2
FAIL_05324,cache_controller,error,3,6,2,3,Cache dirty line writeback ordering failed scoreboard comparison,2
FAIL_05325,dma,warning,8,4,1,3,DMA burst transfer count mismatched expected payload length,3
FAIL_05326,alu,error,6,3,1,3,ALU opcode decode produced unexpected result on signed multiply path,2
FAIL_05327,alu,warning,4,8,1,1,ALU result mismatch against reference model at execute stage,3
FAIL_05328,dram_interface,error,11,8,3,4,DRAM interface command queue underflow hit during stress test,2
FAIL_05329,alu,warning,1,1,1,2,ALU opcode decode produced unexpected result on signed multiply path,3
FAIL_05330,pipeline_controller,error,6,3,5,4,Pipeline stall signal deasserted too early during hazard condition,2
FAIL_05331,branch_predictor,warning,3,2,3,1,Branch history table update diverged from golden model,3
FAIL_05332,uart,warning,0,8,0,3,UART RX FIFO overflow triggered mismatch in serial regression,3
FAIL_05333,dram_interface,warning,5,5,2,2,DRAM interface command queue underflow hit during stress test,3
FAIL_05334,pcie,error,8,3,3,3,PCIe completion timeout observed for posted transaction replay,2
FAIL_05335,interrupt_controller,error,6,7,4,2,Interrupt controller acknowledge sequence timed out in verification run,2
FAIL_05336,memory_controller,error,7,9,4,3,Memory controller timing constraint violation observed in burst access,2
FAIL_05337,cache_controller,error,6,5,3,3,Cache controller reported coherence state violation during eviction sequence,2
FAIL_05338,memory_controller,error,9,6,3,3,Memory controller arbitration granted illegal transaction ordering,2
FAIL_05339,pcie,warning,0,10,1,1,PCIe TLP header mismatch detected by protocol monitor,3
FAIL_05340,branch_predictor,error,12,9,5,3,Branch predictor accuracy dropped below threshold in loop stress test,2
FAIL_05341,uart,warning,3,5,0,1,UART baud generator drift exceeded acceptable tolerance in simulation,3
FAIL_05342,branch_predictor,error,8,7,2,3,Branch history table update diverged from golden model,2
FAIL_05343,memory_controller,error,6,5,3,1,Memory controller arbitration granted illegal transaction ordering,2
FAIL_05344,pipeline_controller,warning,0,5,2,3,Pipeline controller commit ordering mismatch observed in regression,3
FAIL_05345,pcie,error,7,3,5,4,PCIe TLP header mismatch detected by protocol monitor,2
FAIL_05346,interrupt_controller,warning,2,7,2,2,Interrupt controller acknowledge sequence timed out in verification run,3
FAIL_05347,dram_interface,warning,7,5,0,2,DRAM interface command queue underflow hit during stress test,3
FAIL_05348,pcie,warning,0,5,2,3,PCIe link training failed to reach expected LTSSM state,3
FAIL_05349,alu,error,9,6,5,1,ALU result mismatch against reference model at execute stage,2
FAIL_05350,pipeline_controller,error,4,6,3,3,Pipeline controller failed to flush dependent instructions on exception,2
FAIL_05351,pipeline_controller,error,7,3,3,3,Pipeline controller commit ordering mismatch observed in regression,2
FAIL_05352,pcie,error,12,5,1,2,PCIe completion timeout observed for posted transaction replay,2
FAIL_05353,branch_predictor,fatal,10,7,5,4,Branch predictor accuracy dropped below threshold in loop stress test,1
FAIL_05354,alu,fatal,10,6,2,4,ALU overflow mismatch detected during randomized arithmetic regression,1
FAIL_05355,branch_predictor,error,6,4,3,3,Branch predictor produced incorrect target for speculative branch,2
FAIL_05356,uart,warning,6,4,0,1,UART baud generator drift exceeded acceptable tolerance in simulation,3
FAIL_05357,cache_controller,error,7,8,4,2,Cache refill handshake timed out while servicing L2 miss,2
FAIL_05358,memory_controller,warning,2,1,1,2,Memory controller timing constraint violation observed in burst access,3
FAIL_05359,dma,error,9,5,4,4,DMA descriptor fetch returned misaligned address in transfer path,2
FAIL_05360,dma,warning,0,7,2,2,DMA completion interrupt was not asserted after block copy,3
FAIL_05361,cache_controller,warning,1,6,0,3,Cache refill handshake timed out while servicing L2 miss,3
FAIL_05362,pipeline_controller,warning,8,1,0,2,Pipeline controller commit ordering mismatch observed in regression,3
FAIL_05363,uart,error,7,6,2,3,UART framing error observed under back-to-back packet transmission,2
FAIL_05364,dma,fatal,12,7,3,4,DMA descriptor fetch returned misaligned address in transfer path,1
FAIL_05365,memory_controller,fatal,15,6,3,4,Memory controller timing constraint violation observed in burst access,1
FAIL_05366,dma,fatal,15,10,3,3,DMA burst transfer count mismatched expected payload length,1
FAIL_05367,branch_predictor,warning,5,2,1,1,Branch predictor accuracy dropped below threshold in loop stress test,3
FAIL_05368,branch_predictor,error,3,6,4,2,Branch history table update diverged from golden model,2
FAIL_05369,uart,fatal,9,8,3,5,UART framing error observed under back-to-back packet transmission,1
FAIL_05370,pcie,warning,0,7,2,2,PCIe completion timeout observed for posted transaction replay,3
FAIL_05371,interrupt_controller,warning,2,5,2,2,Interrupt priority encoder produced incorrect winner on simultaneous request,3
FAIL_05372,pcie,error,11,4,4,4,PCIe link training failed to reach expected LTSSM state,2
FAIL_05373,interrupt_controller,fatal,13,5,4,5,Interrupt controller acknowledge sequence timed out in verification run,1
FAIL_05374,alu,warning,2,5,1,2,ALU overflow mismatch detected during randomized arithmetic regression,3
FAIL_05375,memory_controller,error,5,7,1,3,Memory controller arbitration granted illegal transaction ordering,2
FAIL_05376,branch_predictor,error,3,8,4,4,Branch history table update diverged from golden model,2
FAIL_05377,cache_controller,fatal,11,8,4,4,Cache dirty line writeback ordering failed scoreboard comparison,1
FAIL_05378,memory_controller,error,12,6,2,4,Memory controller timing constraint violation observed in burst access,2
FAIL_05379,branch_predictor,error,6,4,3,2,Branch predictor accuracy dropped below threshold in loop stress test,2
FAIL_05380,uart,warning,4,3,0,2,UART framing error observed under back-to-back packet transmission,3
FAIL_05381,alu,warning,5,2,1,1,ALU result mismatch against reference model at execute stage,3
FAIL_05382,interrupt_controller,error,5,4,3,3,Interrupt priority encoder produced incorrect winner on simultaneous request,2
FAIL_05383,uart,warning,8,3,1,2,UART framing error observed under back-to-back packet transmission,3
FAIL_05384,pipeline_controller,warning,0,5,4,2,Pipeline controller commit ordering mismatch observed in regression,3
FAIL_05385,dma,error,5,7,3,2,DMA completion interrupt was not asserted after block copy,2
FAIL_05386,memory_controller,error,6,5,4,3,Memory controller timing constraint violation observed in burst access,2
FAIL_05387,pcie,error,10,10,3,3,PCIe link training failed to reach expected LTSSM state,2
FAIL_05388,interrupt_controller,error,13,6,2,3,Interrupt controller acknowledge sequence timed out in verification run,2
FAIL_05389,uart,warning,4,5,1,1,UART framing error observed under back-to-back packet transmission,3
FAIL_05390,branch_predictor,warning,2,6,2,3,Branch predictor produced incorrect target for speculative branch,3
FAIL_05391,uart,fatal,9,9,5,5,UART framing error observed under back-to-back packet transmission,1
FAIL_05392,dma,error,6,10,3,4,DMA descriptor fetch returned misaligned address in transfer path,2
FAIL_05393,pipeline_controller,error,8,3,1,3,Pipeline controller failed to flush dependent instructions on exception,2
FAIL_05394,alu,warning,4,4,0,1,ALU opcode decode produced unexpected result on signed multiply path,3
FAIL_05395,pcie,error,7,9,2,4,PCIe completion timeout observed for posted transaction replay,2
FAIL_05396,dram_interface,fatal,12,7,5,5,DRAM interface command queue underflow hit during stress test,1
FAIL_05397,cache_controller,warning,1,2,1,1,Cache controller reported coherence state violation during eviction sequence,3
FAIL_05398,memory_controller,error,5,5,3,2,Memory controller timing constraint violation observed in burst access,2
FAIL_05399,pcie,warning,2,6,1,1,PCIe completion timeout observed for posted transaction replay,3
FAIL_05400,cache_controller,warning,3,6,2,1,Cache refill handshake timed out while servicing L2 miss,3
FAIL_05401,alu,warning,8,3,1,1,ALU overflow mismatch detected during randomized arithmetic regression,3
FAIL_05402,dram_interface,error,6,3,2,3,DRAM interface calibration failed during initialization sequence,2
FAIL_05403,interrupt_controller,warning,7,3,0,4,Interrupt controller acknowledge sequence timed out in verification run,3
FAIL_05404,uart,error,8,6,3,3,UART baud generator drift exceeded acceptable tolerance in simulation,2
FAIL_05405,branch_predictor,fatal,9,9,4,5,Branch predictor produced incorrect target for speculative branch,1
FAIL_05406,pipeline_controller,error,14,7,4,4,Pipeline controller failed to flush dependent instructions on exception,2
FAIL_05407,uart,warning,2,2,0,1,UART framing error observed under back-to-back packet transmission,3
FAIL_05408,alu,warning,1,3,2,1,ALU overflow mismatch detected during randomized arithmetic regression,3
FAIL_05409,branch_predictor,error,11,6,3,5,Branch predictor accuracy dropped below threshold in loop stress test,2
FAIL_05410,uart,warning,1,5,3,2,UART baud generator drift exceeded acceptable tolerance in simulation,3
FAIL_05411,alu,error,6,5,4,1,ALU overflow mismatch detected during randomized arithmetic regression,2
FAIL_05412,interrupt_controller,error,4,6,2,4,Interrupt controller acknowledge sequence timed out in verification run,2
FAIL_05413,uart,fatal,11,10,3,3,UART RX FIFO overflow triggered mismatch in serial regression,1
FAIL_05414,pcie,warning,6,2,0,2,PCIe TLP header mismatch detected by protocol monitor,3
FAIL_05415,alu,warning,0,4,1,2,ALU overflow mismatch detected during randomized arithmetic regression,3
FAIL_05416,dram_interface,error,14,9,3,2,DRAM interface command queue underflow hit during stress test,2
FAIL_05417,memory_controller,error,12,6,5,2,Memory controller timing constraint violation observed in burst access,2
FAIL_05418,dram_interface,error,5,10,3,2,DRAM interface command queue underflow hit during stress test,2
FAIL_05419,interrupt_controller,warning,3,4,4,2,Interrupt controller acknowledge sequence timed out in verification run,3
FAIL_05420,alu,warning,5,3,0,2,ALU opcode decode produced unexpected result on signed multiply path,3
FAIL_05421,dma,error,7,5,2,4,DMA descriptor fetch returned misaligned address in transfer path,2
FAIL_05422,dma,warning,3,7,2,2,DMA completion interrupt was not asserted after block copy,3
FAIL_05423,cache_controller,error,5,5,2,2,Cache dirty line writeback ordering failed scoreboard comparison,2
FAIL_05424,uart,fatal,11,8,3,5,UART baud generator drift exceeded acceptable tolerance in simulation,1
FAIL_05425,pcie,warning,2,2,1,2,PCIe TLP header mismatch detected by protocol monitor,3
FAIL_05426,alu,error,5,7,3,2,ALU overflow mismatch detected during randomized arithmetic regression,2
FAIL_05427,interrupt_controller,error,8,4,1,3,Interrupt controller acknowledge sequence timed out in verification run,2
FAIL_05428,alu,warning,4,7,1,3,ALU opcode decode produced unexpected result on signed multiply path,3
FAIL_05429,dma,warning,1,5,2,2,DMA descriptor fetch returned misaligned address in transfer path,3
FAIL_05430,pipeline_controller,error,3,10,4,3,Pipeline stall signal deasserted too early during hazard condition,2
FAIL_05431,alu,warning,0,3,0,2,ALU opcode decode produced unexpected result on signed multiply path,3
FAIL_05432,pcie,error,6,5,1,3,PCIe completion timeout observed for posted transaction replay,2
FAIL_05433,uart,error,7,3,1,1,UART RX FIFO overflow triggered mismatch in serial regression,2
FAIL_05434,alu,error,7,5,3,3,ALU overflow mismatch detected during randomized arithmetic regression,2
FAIL_05435,dram_interface,warning,0,3,2,2,DRAM interface calibration failed during initialization sequence,3
FAIL_05436,cache_controller,warning,2,4,0,2,Cache refill handshake timed out while servicing L2 miss,3
FAIL_05437,branch_predictor,fatal,14,10,5,3,Branch predictor accuracy dropped below threshold in loop stress test,1
FAIL_05438,interrupt_controller,fatal,13,8,5,4,Interrupt priority encoder produced incorrect winner on simultaneous request,1
FAIL_05439,dram_interface,warning,3,6,0,1,DRAM interface calibration failed during initialization sequence,3
FAIL_05440,alu,error,10,6,2,3,ALU result mismatch against reference model at execute stage,2
FAIL_05441,memory_controller,error,3,4,4,4,Memory controller arbitration granted illegal transaction ordering,2
FAIL_05442,cache_controller,error,4,7,0,4,Cache dirty line writeback ordering failed scoreboard comparison,2
FAIL_05443,dram_interface,fatal,11,7,2,4,DRAM interface command queue underflow hit during stress test,1
FAIL_05444,branch_predictor,warning,5,4,2,1,Branch predictor accuracy dropped below threshold in loop stress test,3
FAIL_05445,memory_controller,warning,1,7,0,1,Memory controller timing constraint violation observed in burst access,3
FAIL_05446,alu,warning,4,2,3,3,ALU overflow mismatch detected during randomized arithmetic regression,3
FAIL_05447,dram_interface,warning,1,4,1,4,DRAM interface calibration failed during initialization sequence,3
FAIL_05448,dram_interface,error,6,8,5,3,DRAM interface calibration failed during initialization sequence,2
FAIL_05449,dma,warning,5,2,2,2,DMA burst transfer count mismatched expected payload length,3
FAIL_05450,uart,warning,4,3,0,3,UART framing error observed under back-to-back packet transmission,3
FAIL_05451,branch_predictor,error,8,6,4,3,Branch predictor accuracy dropped below threshold in loop stress test,2
FAIL_05452,dram_interface,error,5,2,3,2,DRAM interface calibration failed during initialization sequence,2
FAIL_05453,pcie,warning,4,3,1,1,PCIe completion timeout observed for posted transaction replay,3
FAIL_05454,cache_controller,error,9,5,1,3,Cache dirty line writeback ordering failed scoreboard comparison,2
FAIL_05455,memory_controller,error,7,6,2,2,Memory controller arbitration granted illegal transaction ordering,2
FAIL_05456,memory_controller,error,4,8,3,2,Memory controller returned stale read data after refresh window,2
FAIL_05457,pipeline_controller,warning,0,7,2,2,Pipeline stall signal deasserted too early during hazard condition,3
FAIL_05458,memory_controller,warning,7,4,3,2,Memory controller arbitration granted illegal transaction ordering,3
FAIL_05459,pcie,error,7,3,3,2,PCIe link training failed to reach expected LTSSM state,2
FAIL_05460,interrupt_controller,warning,3,5,0,2,Interrupt controller acknowledge sequence timed out in verification run,3
FAIL_05461,pcie,fatal,13,4,5,3,PCIe link training failed to reach expected LTSSM state,1
FAIL_05462,pipeline_controller,warning,9,4,2,2,Pipeline stall signal deasserted too early during hazard condition,3
FAIL_05463,uart,warning,3,7,2,2,UART RX FIFO overflow triggered mismatch in serial regression,3
FAIL_05464,dram_interface,error,9,4,2,5,DRAM interface calibration failed during initialization sequence,2
FAIL_05465,cache_controller,error,13,6,2,4,Cache controller reported coherence state violation during eviction sequence,2
FAIL_05466,memory_controller,error,5,7,2,1,Memory controller returned stale read data after refresh window,2
FAIL_05467,pcie,warning,0,2,2,2,PCIe link training failed to reach expected LTSSM state,3
FAIL_05468,dma,warning,0,4,1,2,DMA descriptor fetch returned misaligned address in transfer path,3
FAIL_05469,dram_interface,fatal,7,9,3,5,DRAM interface command queue underflow hit during stress test,1
FAIL_05470,pcie,warning,4,6,3,2,PCIe TLP header mismatch detected by protocol monitor,3
FAIL_05471,memory_controller,error,2,4,2,3,Memory controller timing constraint violation observed in burst access,2
FAIL_05472,pcie,error,11,5,3,3,PCIe link training failed to reach expected LTSSM state,2
FAIL_05473,uart,fatal,9,8,4,4,UART RX FIFO overflow triggered mismatch in serial regression,1
FAIL_05474,memory_controller,error,14,6,3,2,Memory controller timing constraint violation observed in burst access,2
FAIL_05475,alu,error,9,3,2,2,ALU overflow mismatch detected during randomized arithmetic regression,2
FAIL_05476,cache_controller,error,9,6,2,2,Cache dirty line writeback ordering failed scoreboard comparison,2
FAIL_05477,alu,error,11,8,3,2,ALU overflow mismatch detected during randomized arithmetic regression,2
FAIL_05478,dma,error,15,5,2,3,DMA completion interrupt was not asserted after block copy,2
FAIL_05479,pcie,fatal,11,6,3,5,PCIe completion timeout observed for posted transaction replay,1
FAIL_05480,memory_controller,error,6,6,4,2,Memory controller timing constraint violation observed in burst access,2
FAIL_05481,pcie,error,10,7,4,3,PCIe link training failed to reach expected LTSSM state,2
FAIL_05482,alu,error,7,6,3,3,ALU overflow mismatch detected during randomized arithmetic regression,2
FAIL_05483,branch_predictor,error,6,5,4,2,Branch predictor accuracy dropped below threshold in loop stress test,2
FAIL_05484,dma,warning,4,5,1,2,DMA completion interrupt was not asserted after block copy,3
FAIL_05485,branch_predictor,error,5,10,4,2,Branch predictor produced incorrect target for speculative branch,2
FAIL_05486,cache_controller,error,9,6,3,2,Cache controller reported coherence state violation during eviction sequence,2
FAIL_05487,pipeline_controller,error,4,9,3,3,Pipeline controller failed to flush dependent instructions on exception,2
FAIL_05488,cache_controller,warning,6,4,2,3,Cache controller reported coherence state violation during eviction sequence,3
FAIL_05489,memory_controller,error,2,1,2,2,Memory controller arbitration granted illegal transaction ordering,2
FAIL_05490,dma,error,7,8,5,2,DMA descriptor fetch returned misaligned address in transfer path,2
FAIL_05491,branch_predictor,warning,3,7,1,3,Branch predictor produced incorrect target for speculative branch,3
FAIL_05492,memory_controller,error,8,4,4,4,Memory controller timing constraint violation observed in burst access,2
FAIL_05493,memory_controller,error,8,5,5,2,Memory controller returned stale read data after refresh window,2
FAIL_05494,dram_interface,warning,4,6,2,1,DRAM interface calibration failed during initialization sequence,3
FAIL_05495,cache_controller,warning,5,2,3,3,Cache refill handshake timed out while servicing L2 miss,3
FAIL_05496,interrupt_controller,error,7,7,3,3,Interrupt controller acknowledge sequence timed out in verification run,2
FAIL_05497,uart,warning,6,7,0,2,UART baud generator drift exceeded acceptable tolerance in simulation,3
FAIL_05498,pcie,error,7,10,3,2,PCIe TLP header mismatch detected by protocol monitor,2
FAIL_05499,memory_controller,error,3,4,3,2,Memory controller returned stale read data after refresh window,2
FAIL_05500,pipeline_controller,warning,2,7,4,1,Pipeline controller commit ordering mismatch observed in regression,3
FAIL_05501,uart,error,5,7,2,2,UART framing error observed under back-to-back packet transmission,2
FAIL_05502,pipeline_controller,warning,3,4,1,2,Pipeline stall signal deasserted too early during hazard condition,3
FAIL_05503,pcie,warning,2,6,1,2,PCIe TLP header mismatch detected by protocol monitor,3
FAIL_05504,alu,error,8,4,5,4,ALU result mismatch against reference model at execute stage,2
FAIL_05505,pipeline_controller,warning,2,2,2,2,Pipeline controller commit ordering mismatch observed in regression,3
FAIL_05506,memory_controller,warning,2,4,1,2,Memory controller arbitration granted illegal transaction ordering,3
FAIL_05507,pcie,error,5,5,3,3,PCIe link training failed to reach expected LTSSM state,2
FAIL_05508,branch_predictor,warning,3,4,1,3,Branch history table update diverged from golden model,3
FAIL_05509,pipeline_controller,warning,1,4,2,2,Pipeline controller commit ordering mismatch observed in regression,3
FAIL_05510,branch_predictor,warning,0,4,0,1,Branch predictor produced incorrect target for speculative branch,3
FAIL_05511,branch_predictor,fatal,8,10,4,2,Branch history table update diverged from golden model,1
FAIL_05512,pcie,fatal,12,8,5,4,PCIe TLP header mismatch detected by protocol monitor,1
FAIL_05513,uart,error,10,9,4,4,UART baud generator drift exceeded acceptable tolerance in simulation,2
FAIL_05514,pcie,fatal,11,9,3,5,PCIe link training failed to reach expected LTSSM state,1
FAIL_05515,dma,warning,2,2,0,2,DMA completion interrupt was not asserted after block copy,3
FAIL_05516,dma,error,14,4,3,5,DMA completion interrupt was not asserted after block copy,2
FAIL_05517,uart,error,4,6,4,5,UART baud generator drift exceeded acceptable tolerance in simulation,2
FAIL_05518,cache_controller,error,7,8,3,4,Cache dirty line writeback ordering failed scoreboard comparison,2
FAIL_05519,uart,warning,3,5,0,1,UART framing error observed under back-to-back packet transmission,3
FAIL_05520,interrupt_controller,error,7,2,2,4,Interrupt controller acknowledge sequence timed out in verification run,2
FAIL_05521,dram_interface,error,4,4,2,3,DRAM interface read leveling mismatch flagged by checker,2
FAIL_05522,alu,fatal,11,10,2,4,ALU opcode decode produced unexpected result on signed multiply path,1
FAIL_05523,dram_interface,error,3,6,2,1,DRAM interface calibration failed during initialization sequence,2
FAIL_05524,pcie,warning,4,4,2,2,PCIe link training failed to reach expected LTSSM state,3
FAIL_05525,interrupt_controller,error,8,4,4,2,Interrupt priority encoder produced incorrect winner on simultaneous request,2
FAIL_05526,uart,warning,8,7,0,1,UART RX FIFO overflow triggered mismatch in serial regression,3
FAIL_05527,alu,error,9,10,1,2,ALU result mismatch against reference model at execute stage,2
FAIL_05528,cache_controller,warning,0,4,1,2,Cache dirty line writeback ordering failed scoreboard comparison,3
FAIL_05529,branch_predictor,warning,2,7,1,3,Branch history table update diverged from golden model,3
FAIL_05530,memory_controller,warning,5,3,1,1,Memory controller arbitration granted illegal transaction ordering,3
FAIL_05531,cache_controller,warning,0,6,0,2,Cache dirty line writeback ordering failed scoreboard comparison,3
FAIL_05532,branch_predictor,error,5,7,3,3,Branch predictor accuracy dropped below threshold in loop stress test,2
FAIL_05533,dram_interface,error,3,5,0,4,DRAM interface calibration failed during initialization sequence,2
FAIL_05534,dma,error,5,6,4,2,DMA descriptor fetch returned misaligned address in transfer path,2
FAIL_05535,interrupt_controller,warning,4,6,0,2,Interrupt controller acknowledge sequence timed out in verification run,3
FAIL_05536,pipeline_controller,error,6,5,5,3,Pipeline controller commit ordering mismatch observed in regression,2
FAIL_05537,dma,fatal,10,8,3,3,DMA burst transfer count mismatched expected payload length,1
FAIL_05538,dram_interface,warning,4,7,3,3,DRAM interface calibration failed during initialization sequence,3
FAIL_05539,branch_predictor,warning,4,6,0,3,Branch history table update diverged from golden model,3
FAIL_05540,alu,error,11,8,4,2,ALU result mismatch against reference model at execute stage,2
FAIL_05541,cache_controller,error,7,6,3,2,Cache refill handshake timed out while servicing L2 miss,2
FAIL_05542,dram_interface,error,10,9,3,3,DRAM interface command queue underflow hit during stress test,2
FAIL_05543,pcie,warning,7,5,0,2,PCIe completion timeout observed for posted transaction replay,3
FAIL_05544,pipeline_controller,warning,4,6,0,1,Pipeline stall signal deasserted too early during hazard condition,3
FAIL_05545,memory_controller,error,8,8,5,3,Memory controller timing constraint violation observed in burst access,2
FAIL_05546,interrupt_controller,fatal,12,7,5,3,Interrupt priority encoder produced incorrect winner on simultaneous request,1
FAIL_05547,uart,warning,0,6,1,3,UART baud generator drift exceeded acceptable tolerance in simulation,3
FAIL_05548,dram_interface,error,10,3,2,1,DRAM interface read leveling mismatch flagged by checker,2
FAIL_05549,uart,warning,2,4,3,3,UART framing error observed under back-to-back packet transmission,3
