failure_id,module,severity,coverage_drop,frequency,recurrence,fix_time,log_message,priority
4687,pcie,error,7,10,2,5,DMA transfer error in pcie,Medium
4688,dma,fatal,3,6,3,2,Branch misprediction detected in dma,Low
4689,memory_controller,error,3,5,1,4,Protocol violation detected in memory_controller,Low
4690,pipeline_controller,error,13,5,5,3,Branch misprediction detected in pipeline_controller,Medium
4691,memory_controller,error,13,6,0,4,Pipeline hazard detected in memory_controller,Medium
4692,memory_controller,warning,3,7,1,2,Cache coherency violation in memory_controller,Low
4693,pipeline_controller,fatal,1,8,5,4,Invalid memory access violation in pipeline_controller,Low
4694,alu,error,1,8,3,1,DMA transfer error in alu,Low
4695,pcie,fatal,1,9,3,3,Protocol violation detected in pcie,Low
4696,dram_interface,warning,8,2,0,1,Assertion failure detected in dram_interface,Low
4697,dram_interface,error,4,7,4,2,Buffer overflow detected in dram_interface,Low
4698,dram_interface,warning,0,7,1,2,Assertion failure detected in dram_interface,Low
4699,interrupt_controller,fatal,7,4,1,4,Branch misprediction detected in interrupt_controller,Low
4700,alu,fatal,12,10,3,1,Cache coherency violation in alu,High
4701,branch_predictor,fatal,8,2,0,5,Branch misprediction detected in branch_predictor,Low
4702,alu,warning,14,8,2,3,Buffer overflow detected in alu,Low
4703,memory_controller,fatal,13,9,4,3,DMA transfer error in memory_controller,High
4704,cache_controller,fatal,2,5,3,5,Pipeline hazard detected in cache_controller,Low
4705,dma,fatal,11,4,1,2,Branch misprediction detected in dma,High
4706,dram_interface,warning,3,6,3,3,DMA transfer error in dram_interface,Low
4707,pcie,warning,2,9,0,1,Invalid memory access violation in pcie,Low
4708,alu,warning,11,4,5,2,Pipeline hazard detected in alu,Low
4709,alu,error,8,3,0,5,Branch misprediction detected in alu,Medium
4710,memory_controller,warning,15,8,4,3,Assertion failure detected in memory_controller,Low
4711,dram_interface,warning,6,2,1,3,Branch misprediction detected in dram_interface,Low
4712,uart,error,1,8,5,3,Cache coherency violation in uart,Low
4713,alu,error,14,7,4,2,Buffer overflow detected in alu,Medium
4714,dram_interface,warning,13,2,5,3,Branch misprediction detected in dram_interface,Low
4715,memory_controller,error,3,1,3,4,Protocol violation detected in memory_controller,Low
4716,uart,error,8,8,4,5,Assertion failure detected in uart,Medium
4717,interrupt_controller,warning,4,10,3,5,DMA transfer error in interrupt_controller,Low
4718,memory_controller,error,15,2,0,4,Invalid memory access violation in memory_controller,Medium
4719,memory_controller,error,1,7,2,3,DMA transfer error in memory_controller,Low
4720,dma,warning,8,6,0,5,Protocol violation detected in dma,Low
4721,memory_controller,error,11,7,4,4,Branch misprediction detected in memory_controller,Medium
4722,uart,warning,14,9,1,4,Assertion failure detected in uart,Low
4723,uart,fatal,0,4,2,2,Branch misprediction detected in uart,Low
4724,branch_predictor,fatal,14,4,0,2,Pipeline hazard detected in branch_predictor,High
4725,pcie,error,7,8,0,5,Pipeline hazard detected in pcie,Medium
4726,uart,fatal,14,5,1,5,Invalid memory access violation in uart,High
4727,memory_controller,warning,4,5,3,2,Invalid memory access violation in memory_controller,Low
4728,memory_controller,warning,7,7,5,2,Assertion failure detected in memory_controller,Low
4729,alu,error,7,6,4,5,Branch misprediction detected in alu,Medium
4730,dma,fatal,12,5,2,5,Protocol violation detected in dma,High
4731,interrupt_controller,warning,15,4,2,5,Branch misprediction detected in interrupt_controller,Low
4732,memory_controller,error,2,2,1,5,Invalid memory access violation in memory_controller,Low
4733,pcie,warning,2,10,4,2,Buffer overflow detected in pcie,Low
4734,alu,error,15,1,1,3,Protocol violation detected in alu,Medium
4735,uart,error,14,10,2,2,DMA transfer error in uart,Medium
4736,branch_predictor,fatal,2,5,2,4,Assertion failure detected in branch_predictor,Low
4737,cache_controller,fatal,3,1,2,5,Cache coherency violation in cache_controller,Low
4738,dma,warning,8,8,5,4,Buffer overflow detected in dma,Low
4739,uart,warning,8,6,2,1,Pipeline hazard detected in uart,Low
4740,memory_controller,warning,0,8,1,5,Cache coherency violation in memory_controller,Low
4741,alu,fatal,15,8,5,2,DMA transfer error in alu,High
4742,memory_controller,error,3,4,1,1,Buffer overflow detected in memory_controller,Low
4743,pipeline_controller,fatal,1,4,0,4,Cache coherency violation in pipeline_controller,Low
4744,memory_controller,fatal,1,2,1,5,Pipeline hazard detected in memory_controller,Low
4745,pipeline_controller,warning,11,3,4,2,DMA transfer error in pipeline_controller,Low
4746,branch_predictor,fatal,7,7,5,1,Branch misprediction detected in branch_predictor,Low
4747,pcie,error,8,2,0,4,Protocol violation detected in pcie,Medium
4748,cache_controller,fatal,14,8,1,1,Pipeline hazard detected in cache_controller,High
4749,pipeline_controller,error,13,9,2,2,Buffer overflow detected in pipeline_controller,Medium
4750,dram_interface,fatal,14,8,0,3,Invalid memory access violation in dram_interface,High
4751,interrupt_controller,error,0,4,2,4,Protocol violation detected in interrupt_controller,Low
4752,memory_controller,fatal,12,6,4,3,Branch misprediction detected in memory_controller,High
4753,alu,warning,1,3,3,1,Assertion failure detected in alu,Low
4754,pcie,warning,7,1,4,1,Invalid memory access violation in pcie,Low
4755,branch_predictor,fatal,11,7,1,1,Pipeline hazard detected in branch_predictor,High
4756,pipeline_controller,warning,4,2,1,5,Cache coherency violation in pipeline_controller,Low
4757,dma,error,12,3,4,1,Cache coherency violation in dma,Medium
4758,cache_controller,warning,4,2,4,2,Invalid memory access violation in cache_controller,Low
4759,uart,warning,0,10,4,2,Pipeline hazard detected in uart,Low
4760,pcie,error,7,7,2,1,Pipeline hazard detected in pcie,Medium
4761,alu,fatal,12,5,1,5,Protocol violation detected in alu,High
4762,cache_controller,error,9,1,0,5,Pipeline hazard detected in cache_controller,Medium
4763,pcie,warning,7,9,3,4,Invalid memory access violation in pcie,Low
4764,dma,fatal,8,3,0,5,Cache coherency violation in dma,Low
4765,uart,error,3,3,2,4,Protocol violation detected in uart,Low
4766,alu,fatal,9,8,3,3,Invalid memory access violation in alu,High
4767,memory_controller,error,13,5,1,1,Buffer overflow detected in memory_controller,Medium
4768,cache_controller,warning,13,8,1,2,DMA transfer error in cache_controller,Low
4769,dma,warning,3,7,5,1,Buffer overflow detected in dma,Low
4770,uart,fatal,7,7,3,4,Cache coherency violation in uart,Low
4771,interrupt_controller,error,14,6,4,4,Protocol violation detected in interrupt_controller,Medium
4772,alu,fatal,13,3,1,5,Protocol violation detected in alu,High
4773,cache_controller,fatal,4,5,1,3,Assertion failure detected in cache_controller,Low
4774,interrupt_controller,warning,0,1,0,2,Assertion failure detected in interrupt_controller,Low
4775,alu,warning,14,4,2,1,Cache coherency violation in alu,Low
4776,dram_interface,fatal,2,3,4,2,Invalid memory access violation in dram_interface,Low
4777,branch_predictor,error,1,8,4,4,Buffer overflow detected in branch_predictor,Low
4778,dma,fatal,2,4,0,4,DMA transfer error in dma,Low
4779,pcie,error,0,6,2,3,DMA transfer error in pcie,Low
4780,interrupt_controller,error,10,7,3,4,Pipeline hazard detected in interrupt_controller,Medium
4781,interrupt_controller,error,14,1,0,3,Buffer overflow detected in interrupt_controller,Medium
4782,alu,error,15,4,2,3,DMA transfer error in alu,Medium
4783,dram_interface,error,7,3,2,5,Protocol violation detected in dram_interface,Medium
4784,dma,fatal,9,8,0,1,Branch misprediction detected in dma,High
4785,cache_controller,error,4,6,5,1,Branch misprediction detected in cache_controller,Low
4786,pcie,warning,8,6,1,3,Invalid memory access violation in pcie,Low
4787,interrupt_controller,fatal,9,4,0,2,Pipeline hazard detected in interrupt_controller,High
4788,uart,fatal,5,5,4,1,DMA transfer error in uart,Low
4789,alu,fatal,10,3,3,1,Assertion failure detected in alu,High
4790,dram_interface,error,7,1,5,1,Buffer overflow detected in dram_interface,Medium
4791,alu,fatal,4,2,3,4,Cache coherency violation in alu,Low
4792,cache_controller,error,4,2,5,4,Pipeline hazard detected in cache_controller,Low
4793,pcie,warning,13,8,1,2,Pipeline hazard detected in pcie,Low
4794,pipeline_controller,warning,7,1,2,3,Protocol violation detected in pipeline_controller,Low
4795,pipeline_controller,fatal,2,8,3,5,DMA transfer error in pipeline_controller,Low
4796,cache_controller,fatal,12,6,0,5,Assertion failure detected in cache_controller,High
4797,alu,warning,2,4,1,4,Pipeline hazard detected in alu,Low
4798,memory_controller,warning,6,7,3,4,Buffer overflow detected in memory_controller,Low
4799,memory_controller,warning,4,3,1,4,Pipeline hazard detected in memory_controller,Low
4800,memory_controller,fatal,14,1,0,3,Assertion failure detected in memory_controller,High
4801,uart,warning,9,3,0,3,Assertion failure detected in uart,Low
4802,dma,error,7,2,3,3,Pipeline hazard detected in dma,Medium
4803,interrupt_controller,warning,12,5,5,4,Assertion failure detected in interrupt_controller,Low
4804,memory_controller,fatal,14,2,1,5,DMA transfer error in memory_controller,High
4805,pipeline_controller,warning,5,2,2,1,Invalid memory access violation in pipeline_controller,Low
4806,dma,error,11,6,2,3,Assertion failure detected in dma,Medium
4807,pcie,warning,13,4,0,3,Pipeline hazard detected in pcie,Low
4808,pcie,warning,14,1,1,3,Pipeline hazard detected in pcie,Low
4809,interrupt_controller,fatal,4,8,2,4,Assertion failure detected in interrupt_controller,Low
4810,memory_controller,fatal,9,4,2,3,Branch misprediction detected in memory_controller,High
4811,branch_predictor,error,12,3,1,3,Pipeline hazard detected in branch_predictor,Medium
4812,memory_controller,fatal,15,8,2,4,Buffer overflow detected in memory_controller,High
4813,alu,fatal,2,8,5,4,Buffer overflow detected in alu,Low
4814,dram_interface,error,15,7,1,3,Protocol violation detected in dram_interface,Medium
4815,branch_predictor,fatal,5,5,2,3,Invalid memory access violation in branch_predictor,Low
4816,pipeline_controller,error,6,7,5,1,Protocol violation detected in pipeline_controller,Medium
4817,pipeline_controller,fatal,4,8,5,4,Buffer overflow detected in pipeline_controller,Low
4818,cache_controller,fatal,11,2,2,3,Buffer overflow detected in cache_controller,High
4819,memory_controller,fatal,1,10,5,5,Pipeline hazard detected in memory_controller,Low
4820,cache_controller,fatal,6,10,3,2,DMA transfer error in cache_controller,Low
4821,dma,error,11,5,1,5,Assertion failure detected in dma,Medium
4822,dma,warning,13,8,5,4,Assertion failure detected in dma,Low
4823,pipeline_controller,fatal,11,5,1,1,Cache coherency violation in pipeline_controller,High
4824,dma,fatal,7,7,5,4,Cache coherency violation in dma,Low
4825,alu,error,7,1,1,4,Protocol violation detected in alu,Medium
4826,dram_interface,fatal,9,9,1,1,Protocol violation detected in dram_interface,High
4827,branch_predictor,fatal,3,7,5,5,Pipeline hazard detected in branch_predictor,Low
4828,dma,error,9,5,1,1,Buffer overflow detected in dma,Medium
4829,pcie,warning,12,1,3,3,Invalid memory access violation in pcie,Low
4830,uart,fatal,6,8,5,5,Invalid memory access violation in uart,Low
4831,uart,warning,4,3,1,2,Buffer overflow detected in uart,Low
4832,dma,warning,9,9,5,2,Invalid memory access violation in dma,Low
4833,pcie,warning,12,10,2,3,Assertion failure detected in pcie,Low
4834,memory_controller,warning,14,3,0,4,Assertion failure detected in memory_controller,Low
4835,branch_predictor,warning,10,5,2,3,Pipeline hazard detected in branch_predictor,Low
4836,dram_interface,error,6,8,2,4,Pipeline hazard detected in dram_interface,Medium
4837,memory_controller,error,3,8,5,1,Cache coherency violation in memory_controller,Low
4838,pcie,error,3,2,4,2,Buffer overflow detected in pcie,Low
4839,interrupt_controller,warning,14,2,5,5,Protocol violation detected in interrupt_controller,Low
4840,uart,error,7,4,5,2,Invalid memory access violation in uart,Medium
4841,memory_controller,error,14,6,2,1,Assertion failure detected in memory_controller,Medium
4842,interrupt_controller,warning,5,3,1,1,Assertion failure detected in interrupt_controller,Low
4843,memory_controller,error,10,8,4,4,DMA transfer error in memory_controller,Medium
4844,branch_predictor,warning,14,8,3,5,Branch misprediction detected in branch_predictor,Low
4845,branch_predictor,fatal,14,5,3,2,DMA transfer error in branch_predictor,High
4846,memory_controller,warning,6,6,4,5,Buffer overflow detected in memory_controller,Low
4847,uart,warning,13,5,5,2,Pipeline hazard detected in uart,Low
4848,cache_controller,fatal,14,7,4,4,Invalid memory access violation in cache_controller,High
4849,alu,fatal,3,7,3,2,Branch misprediction detected in alu,Low
4850,cache_controller,fatal,12,2,4,2,Assertion failure detected in cache_controller,High
4851,branch_predictor,fatal,6,7,0,5,Assertion failure detected in branch_predictor,Low
4852,alu,fatal,7,7,2,2,Invalid memory access violation in alu,Low
4853,dram_interface,fatal,11,7,4,1,DMA transfer error in dram_interface,High
4854,cache_controller,error,6,9,2,5,Invalid memory access violation in cache_controller,Medium
4855,alu,warning,14,2,1,4,DMA transfer error in alu,Low
4856,alu,warning,0,9,3,3,Buffer overflow detected in alu,Low
4857,dram_interface,fatal,13,1,4,5,DMA transfer error in dram_interface,High
4858,cache_controller,error,12,10,1,2,Protocol violation detected in cache_controller,Medium
4859,uart,fatal,14,9,2,1,Cache coherency violation in uart,High
4860,cache_controller,warning,6,10,3,5,Branch misprediction detected in cache_controller,Low
4861,interrupt_controller,error,8,7,2,2,Pipeline hazard detected in interrupt_controller,Medium
4862,uart,fatal,5,1,4,3,DMA transfer error in uart,Low
4863,branch_predictor,warning,13,1,5,4,Invalid memory access violation in branch_predictor,Low
4864,interrupt_controller,fatal,8,6,1,3,Pipeline hazard detected in interrupt_controller,Low
4865,memory_controller,warning,6,4,1,3,Branch misprediction detected in memory_controller,Low
4866,pcie,error,4,9,3,1,DMA transfer error in pcie,Low
4867,branch_predictor,warning,8,4,4,4,Buffer overflow detected in branch_predictor,Low
4868,pipeline_controller,fatal,8,2,1,2,Assertion failure detected in pipeline_controller,Low
4869,interrupt_controller,warning,14,8,5,1,Pipeline hazard detected in interrupt_controller,Low
4870,dma,warning,13,4,4,3,Assertion failure detected in dma,Low
4871,cache_controller,error,8,5,4,2,Buffer overflow detected in cache_controller,Medium
4872,interrupt_controller,fatal,6,7,4,2,Cache coherency violation in interrupt_controller,Low
4873,pcie,error,12,3,4,5,Buffer overflow detected in pcie,Medium
4874,pcie,warning,11,6,1,5,Buffer overflow detected in pcie,Low
4875,pcie,warning,4,7,2,1,Branch misprediction detected in pcie,Low
4876,dram_interface,warning,15,2,3,1,Invalid memory access violation in dram_interface,Low
4877,cache_controller,fatal,0,5,2,3,Invalid memory access violation in cache_controller,Low
4878,cache_controller,fatal,3,6,1,1,Protocol violation detected in cache_controller,Low
4879,cache_controller,warning,2,1,0,3,Pipeline hazard detected in cache_controller,Low
4880,branch_predictor,error,5,10,3,2,Cache coherency violation in branch_predictor,Medium
4881,alu,warning,5,6,4,4,Cache coherency violation in alu,Low
4882,dma,error,10,6,2,3,Buffer overflow detected in dma,Medium
4883,alu,warning,6,10,1,1,Invalid memory access violation in alu,Low
4884,uart,error,2,3,1,4,Assertion failure detected in uart,Low
4885,uart,warning,12,8,1,1,Branch misprediction detected in uart,Low
4886,dma,error,5,7,1,5,Invalid memory access violation in dma,Medium
4887,pcie,fatal,1,4,3,2,Assertion failure detected in pcie,Low
4888,pcie,fatal,1,4,2,3,Protocol violation detected in pcie,Low
4889,branch_predictor,fatal,13,6,2,2,Assertion failure detected in branch_predictor,High
4890,dma,error,5,1,2,3,Branch misprediction detected in dma,Medium
4891,cache_controller,fatal,3,8,0,2,Assertion failure detected in cache_controller,Low
4892,dma,error,12,1,1,4,Pipeline hazard detected in dma,Medium
4893,memory_controller,warning,7,1,1,3,DMA transfer error in memory_controller,Low
4894,uart,error,9,3,4,2,Cache coherency violation in uart,Medium
4895,pipeline_controller,fatal,4,9,1,1,Invalid memory access violation in pipeline_controller,Low
4896,interrupt_controller,warning,15,4,0,2,Assertion failure detected in interrupt_controller,Low
4897,dma,fatal,1,5,0,4,Invalid memory access violation in dma,Low
4898,interrupt_controller,error,4,7,5,2,Branch misprediction detected in interrupt_controller,Low
4899,pipeline_controller,warning,7,9,1,5,Assertion failure detected in pipeline_controller,Low
4900,uart,error,13,1,1,1,Assertion failure detected in uart,Medium
4901,uart,error,11,8,0,3,Protocol violation detected in uart,Medium
4902,dma,fatal,5,6,3,2,Branch misprediction detected in dma,Low
4903,pcie,fatal,0,2,4,2,Assertion failure detected in pcie,Low
4904,interrupt_controller,fatal,5,10,4,1,Branch misprediction detected in interrupt_controller,Low
4905,pipeline_controller,error,15,6,1,4,Cache coherency violation in pipeline_controller,Medium
4906,interrupt_controller,error,12,6,1,4,Invalid memory access violation in interrupt_controller,Medium
4907,dma,error,3,6,4,5,Buffer overflow detected in dma,Low
4908,alu,fatal,4,5,1,2,Protocol violation detected in alu,Low
4909,uart,error,7,9,2,3,Cache coherency violation in uart,Medium
4910,dram_interface,warning,8,1,0,5,DMA transfer error in dram_interface,Low
4911,branch_predictor,error,0,6,5,2,Invalid memory access violation in branch_predictor,Low
4912,pipeline_controller,error,12,6,0,3,Buffer overflow detected in pipeline_controller,Medium
4913,branch_predictor,fatal,3,5,2,4,Branch misprediction detected in branch_predictor,Low
4914,dma,error,7,9,1,1,Buffer overflow detected in dma,Medium
4915,memory_controller,warning,4,5,1,2,Buffer overflow detected in memory_controller,Low
4916,dma,fatal,8,9,5,1,Buffer overflow detected in dma,Low
4917,alu,fatal,8,9,3,2,Pipeline hazard detected in alu,Low
4918,uart,error,15,7,4,1,Branch misprediction detected in uart,Medium
4919,cache_controller,error,1,8,1,1,Cache coherency violation in cache_controller,Low
4920,branch_predictor,error,3,5,0,4,Pipeline hazard detected in branch_predictor,Low
4921,pcie,error,4,1,4,4,Invalid memory access violation in pcie,Low
4922,branch_predictor,error,1,5,5,1,Buffer overflow detected in branch_predictor,Low
4923,branch_predictor,warning,2,10,0,3,Branch misprediction detected in branch_predictor,Low
4924,interrupt_controller,error,1,7,0,2,Buffer overflow detected in interrupt_controller,Low
4925,interrupt_controller,warning,12,8,4,4,Pipeline hazard detected in interrupt_controller,Low
4926,pcie,warning,6,8,4,3,Branch misprediction detected in pcie,Low
4927,uart,fatal,6,2,1,4,Branch misprediction detected in uart,Low
4928,memory_controller,warning,5,8,3,4,Protocol violation detected in memory_controller,Low
4929,pcie,warning,8,3,5,5,Buffer overflow detected in pcie,Low
4930,dma,error,13,1,2,1,Invalid memory access violation in dma,Medium
4931,dma,warning,13,4,4,4,Protocol violation detected in dma,Low
4932,dram_interface,warning,8,9,4,4,Invalid memory access violation in dram_interface,Low
4933,uart,warning,5,2,4,2,Cache coherency violation in uart,Low
4934,pipeline_controller,warning,4,8,3,5,Protocol violation detected in pipeline_controller,Low
4935,interrupt_controller,fatal,0,2,5,2,Assertion failure detected in interrupt_controller,Low
4936,dma,warning,1,1,2,4,Protocol violation detected in dma,Low
4937,interrupt_controller,warning,4,4,3,2,DMA transfer error in interrupt_controller,Low
4938,alu,fatal,15,3,1,5,Branch misprediction detected in alu,High
4939,pipeline_controller,warning,11,8,5,3,Assertion failure detected in pipeline_controller,Low
4940,uart,error,9,2,4,2,Invalid memory access violation in uart,Medium
4941,memory_controller,warning,6,4,2,1,Invalid memory access violation in memory_controller,Low
4942,pipeline_controller,warning,9,8,5,5,Buffer overflow detected in pipeline_controller,Low
4943,pcie,fatal,11,7,1,3,Pipeline hazard detected in pcie,High
4944,dram_interface,warning,4,4,5,2,Branch misprediction detected in dram_interface,Low
4945,dma,fatal,4,2,1,2,Buffer overflow detected in dma,Low
4946,memory_controller,fatal,3,6,3,3,Branch misprediction detected in memory_controller,Low
4947,uart,warning,4,4,0,2,Protocol violation detected in uart,Low
4948,branch_predictor,warning,1,6,2,2,Protocol violation detected in branch_predictor,Low
4949,alu,error,12,3,2,2,Protocol violation detected in alu,Medium
4950,dram_interface,warning,12,2,0,4,Cache coherency violation in dram_interface,Low
4951,dma,warning,14,2,4,3,Cache coherency violation in dma,Low
4952,alu,warning,10,7,1,1,Branch misprediction detected in alu,Low
4953,dram_interface,warning,1,6,1,3,Protocol violation detected in dram_interface,Low
4954,dram_interface,warning,6,8,5,1,Branch misprediction detected in dram_interface,Low
4955,uart,fatal,6,1,0,2,Pipeline hazard detected in uart,Low
4956,branch_predictor,warning,9,9,5,5,Pipeline hazard detected in branch_predictor,Low
4957,branch_predictor,warning,1,8,0,1,DMA transfer error in branch_predictor,Low
4958,alu,warning,1,10,5,3,Cache coherency violation in alu,Low
4959,pipeline_controller,warning,12,7,1,3,Invalid memory access violation in pipeline_controller,Low
4960,interrupt_controller,warning,7,5,4,1,DMA transfer error in interrupt_controller,Low
4961,memory_controller,error,10,9,2,1,Cache coherency violation in memory_controller,Medium
4962,dram_interface,error,3,1,4,2,Invalid memory access violation in dram_interface,Low
4963,pipeline_controller,error,9,6,3,2,Assertion failure detected in pipeline_controller,Medium
4964,branch_predictor,fatal,2,10,0,1,Protocol violation detected in branch_predictor,Low
4965,pcie,error,11,3,3,2,Branch misprediction detected in pcie,Medium
4966,interrupt_controller,fatal,5,6,4,2,Assertion failure detected in interrupt_controller,Low
4967,alu,fatal,10,9,3,5,Invalid memory access violation in alu,High
4968,pcie,error,8,2,5,2,Branch misprediction detected in pcie,Medium
4969,dram_interface,error,14,1,4,3,Protocol violation detected in dram_interface,Medium
4970,alu,warning,7,8,3,5,DMA transfer error in alu,Low
4971,dram_interface,error,4,3,5,5,Assertion failure detected in dram_interface,Low
4972,branch_predictor,error,3,9,4,2,Buffer overflow detected in branch_predictor,Low
4973,dram_interface,error,11,6,0,3,Pipeline hazard detected in dram_interface,Medium
4974,uart,fatal,6,10,1,3,Branch misprediction detected in uart,Low
4975,cache_controller,warning,9,8,5,1,Assertion failure detected in cache_controller,Low
4976,interrupt_controller,error,14,4,3,3,Protocol violation detected in interrupt_controller,Medium
4977,pcie,warning,14,9,5,2,Assertion failure detected in pcie,Low
4978,interrupt_controller,warning,7,10,5,4,Cache coherency violation in interrupt_controller,Low
4979,dram_interface,error,14,9,3,4,Invalid memory access violation in dram_interface,Medium
4980,pipeline_controller,error,9,2,3,2,Assertion failure detected in pipeline_controller,Medium
4981,branch_predictor,fatal,3,4,4,3,Protocol violation detected in branch_predictor,Low
4982,uart,error,10,9,3,1,Assertion failure detected in uart,Medium
4983,interrupt_controller,warning,9,2,5,4,Pipeline hazard detected in interrupt_controller,Low
4984,pipeline_controller,fatal,7,1,1,1,Branch misprediction detected in pipeline_controller,Low
4985,interrupt_controller,error,5,9,3,4,Buffer overflow detected in interrupt_controller,Medium
4986,cache_controller,warning,10,8,3,1,Pipeline hazard detected in cache_controller,Low
4987,dma,error,10,5,2,1,Branch misprediction detected in dma,Medium
4988,alu,fatal,9,4,1,2,DMA transfer error in alu,High
4989,cache_controller,fatal,8,5,5,5,Pipeline hazard detected in cache_controller,Low
4990,dma,warning,12,3,3,3,DMA transfer error in dma,Low
4991,dma,error,11,3,3,5,Invalid memory access violation in dma,Medium
4992,alu,error,4,2,4,5,Protocol violation detected in alu,Low
4993,uart,fatal,11,6,1,3,Invalid memory access violation in uart,High
4994,pcie,fatal,7,10,3,1,Pipeline hazard detected in pcie,Low
4995,pipeline_controller,error,14,4,1,5,DMA transfer error in pipeline_controller,Medium
4996,interrupt_controller,fatal,0,9,2,2,Cache coherency violation in interrupt_controller,Low
4997,pipeline_controller,fatal,10,9,0,5,Protocol violation detected in pipeline_controller,High
4998,dram_interface,fatal,14,1,2,1,Cache coherency violation in dram_interface,High
4999,dram_interface,error,10,1,1,3,Invalid memory access violation in dram_interface,Medium
5000,interrupt_controller,warning,14,9,1,4,Assertion failure detected in interrupt_controller,Low
5001,cache_controller,fatal,0,10,4,5,Branch misprediction detected in cache_controller,Low
5002,dram_interface,fatal,5,3,1,2,Invalid memory access violation in dram_interface,Low
5003,cache_controller,warning,8,6,1,2,Buffer overflow detected in cache_controller,Low
5004,dma,fatal,13,8,2,2,Protocol violation detected in dma,High
5005,interrupt_controller,error,7,3,4,4,Buffer overflow detected in interrupt_controller,Medium
5006,interrupt_controller,error,3,6,1,5,Assertion failure detected in interrupt_controller,Low
5007,uart,error,9,3,4,2,Buffer overflow detected in uart,Medium
5008,dma,error,9,6,1,2,Pipeline hazard detected in dma,Medium
5009,memory_controller,error,0,10,5,4,Assertion failure detected in memory_controller,Low
5010,pipeline_controller,fatal,2,8,4,4,Assertion failure detected in pipeline_controller,Low
5011,dram_interface,fatal,6,4,5,2,Protocol violation detected in dram_interface,Low
5012,pcie,error,6,5,1,5,Buffer overflow detected in pcie,Medium
5013,cache_controller,fatal,0,6,5,5,Buffer overflow detected in cache_controller,Low
5014,memory_controller,warning,3,7,3,4,DMA transfer error in memory_controller,Low
5015,dram_interface,fatal,8,6,4,5,Buffer overflow detected in dram_interface,Low
5016,dram_interface,fatal,1,6,0,3,DMA transfer error in dram_interface,Low
5017,dma,warning,12,6,3,3,Assertion failure detected in dma,Low
5018,dram_interface,error,7,5,5,5,Branch misprediction detected in dram_interface,Medium
5019,memory_controller,warning,10,10,0,3,Cache coherency violation in memory_controller,Low
5020,alu,warning,14,9,0,1,Cache coherency violation in alu,Low
5021,uart,warning,7,7,5,4,Invalid memory access violation in uart,Low
5022,alu,warning,12,2,2,2,Invalid memory access violation in alu,Low
5023,uart,fatal,15,1,3,1,DMA transfer error in uart,High
5024,alu,error,9,9,3,1,Invalid memory access violation in alu,Medium
5025,dram_interface,fatal,13,1,4,4,Buffer overflow detected in dram_interface,High
5026,branch_predictor,warning,2,6,5,3,Pipeline hazard detected in branch_predictor,Low
5027,dram_interface,error,6,6,5,4,Invalid memory access violation in dram_interface,Medium
5028,interrupt_controller,error,9,4,2,5,Branch misprediction detected in interrupt_controller,Medium
5029,pcie,warning,14,5,5,1,Branch misprediction detected in pcie,Low
5030,alu,warning,12,4,5,3,Branch misprediction detected in alu,Low
5031,memory_controller,error,13,1,0,5,Invalid memory access violation in memory_controller,Medium
5032,pcie,warning,13,4,2,2,Pipeline hazard detected in pcie,Low
5033,pcie,error,14,4,4,4,Branch misprediction detected in pcie,Medium
5034,memory_controller,error,3,8,5,5,Protocol violation detected in memory_controller,Low
5035,pipeline_controller,warning,4,7,3,5,Invalid memory access violation in pipeline_controller,Low
5036,dram_interface,warning,15,8,3,1,Protocol violation detected in dram_interface,Low
5037,dma,error,13,8,5,1,Branch misprediction detected in dma,Medium
5038,branch_predictor,error,10,6,1,2,Branch misprediction detected in branch_predictor,Medium
5039,pcie,warning,4,10,5,4,Invalid memory access violation in pcie,Low
5040,dram_interface,fatal,5,3,3,4,DMA transfer error in dram_interface,Low
5041,dma,fatal,2,9,0,4,Protocol violation detected in dma,Low
5042,uart,fatal,7,1,2,1,Branch misprediction detected in uart,Low
5043,interrupt_controller,warning,7,9,3,1,DMA transfer error in interrupt_controller,Low
5044,dram_interface,fatal,7,9,5,1,Cache coherency violation in dram_interface,Low
5045,memory_controller,fatal,10,4,5,3,Invalid memory access violation in memory_controller,High
5046,branch_predictor,warning,7,9,4,4,Assertion failure detected in branch_predictor,Low
5047,pcie,fatal,11,6,3,3,Branch misprediction detected in pcie,High
5048,pipeline_controller,fatal,0,7,2,5,Invalid memory access violation in pipeline_controller,Low
5049,memory_controller,warning,12,7,0,5,Branch misprediction detected in memory_controller,Low
5050,dma,fatal,8,9,0,5,Buffer overflow detected in dma,Low
5051,dma,error,5,3,2,5,Assertion failure detected in dma,Medium
5052,dram_interface,warning,13,3,0,1,Pipeline hazard detected in dram_interface,Low
5053,alu,warning,6,9,1,4,Protocol violation detected in alu,Low
5054,branch_predictor,warning,14,7,3,5,Assertion failure detected in branch_predictor,Low
5055,memory_controller,error,8,9,5,3,Pipeline hazard detected in memory_controller,Medium
5056,cache_controller,warning,3,2,3,1,Buffer overflow detected in cache_controller,Low
5057,uart,error,3,4,5,3,Pipeline hazard detected in uart,Low
5058,dram_interface,error,6,7,0,5,Assertion failure detected in dram_interface,Medium
5059,cache_controller,warning,14,5,4,3,Branch misprediction detected in cache_controller,Low
5060,dma,fatal,3,5,2,2,Invalid memory access violation in dma,Low
5061,pcie,error,12,1,1,1,Branch misprediction detected in pcie,Medium
